YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,DISTANCE,AIR_TIME,CANCELLED,DIVERTED,TAXI_OUT,TAXI_IN,FLIGHT_NUMBER
2015,1,27,UA,ORD,ORD,114,124,1596,90,0,0,18,18,4875
2015,9,15,SW,ORD,DEN,84,54,227,259,0,0,13,24,5212
2014,11,24,SW,DFW,DFW,76,70,1038,160,0,0,26,16,1485
2015,7,24,AA,LAX,DEN,82,13,1625,138,0,0,27,16,8938
2015,6,21,JB,DEN,ATL,10,91,2043,173,0,0,16,6,9433
2014,6,12,AA,DEN,ORD,76,124,1665,239,1,0,12,11,3042
2015,4,10,SW,LAX,DEN,31,39,630,290,0,0,24,19,4693
2014,4,24,AA,LAX,ORD,4,58,2741,264,1,0,20,18,7141
2014,11,21,SW,ORD,ATL,37,134,1631,294,1,0,9,24,6819
2015,3,4,AA,LAX,LAX,63,134,1812,71,1,0,21,6,5080
2014,8,25,SW,ORD,ATL,92,90,1964,222,0,0,11,19,5096
2014,8,8,DL,ORD,DFW,71,40,1644,56,0,0,25,8,3183
2015,2,4,DL,DEN,LAX,73,59,403,76,0,0,7,11,6406
2015,5,2,UA,DFW,DEN,6,76,2283,175,0,0,10,14,9459
2015,9,18,SW,LAX,DFW,81,38,1894,295,0,0,23,7,9963
2014,12,18,AA,DFW,LAX,108,21,1749,46,0,0,27,21,1105
2014,9,14,SW,ATL,DFW,79,105,2837,262,0,0,21,11,2150
2015,7,27,AA,DEN,ORD,80,50,822,57,0,0,10,16,2296
2014,4,28,UA,LAX,ORD,83,55,371,206,0,0,7,11,1679
2015,4,10,SW,LAX,ORD,51,95,2485,41,0,0,9,14,6912
2015,10,12,UA,DFW,LAX,35,4,2581,287,0,0,16,19,2239
2014,11,8,AA,ATL,DEN,-7,8,1811,298,0,0,17,9,6350
2015,7,22,JB,ORD,LAX,15,65,938,174,0,0,22,17,2797
2014,3,17,AA,DFW,DFW,16,21,2561,273,0,0,18,13,5743
2014,3,12,UA,DEN,DEN,18,58,2601,69,0,0,27,5,7303
2015,5,26,SW,ATL,ORD,50,127,2586,107,0,0,10,9,8062
2014,11,20,SW,DFW,ATL,86,76,412,122,0,0,27,18,5806
2015,6,3,UA,LAX,ATL,46,81,2076,241,0,1,16,8,4410
2014,8,10,SW,DFW,ORD,57,-9,1689,155,0,0,17,11,1308
2014,1,11,DL,DEN,DFW,8,107,2735,39,0,0,12,22,9225
2014,7,14,JB,DEN,LAX,114,122,1446,178,0,0,19,11,4465
2015,8,7,UA,DEN,DFW,-3,3,2653,273,1,0,26,21,4811
2014,5,26,JB,DFW,ORD,22,100,459,210,0,0,9,5,8538
2015,12,5,UA,DEN,ORD,2,129,1510,31,1,0,24,24,9871
2014,10,1,JB,ORD,LAX,42,148,2738,210,0,0,9,17,1693
2014,2,12,AA,DEN,ORD,52,134,2527,240,0,0,28,20,8401
2015,4,16,UA,ATL,ATL,87,95,1094,215,0,0,12,5,8000
2015,6,6,SW,LAX,DEN,47,136,2016,163,0,0,5,15,940
2015,9,20,JB,DFW,ATL,63,96,1918,123,0,0,8,8,3854
2015,2,10,AA,DFW,LAX,60,71,253,74,0,0,18,14,9791
2015,4,15,AA,DEN,DFW,88,51,268,118,0,0,23,24,8111
2014,10,15,AA,DFW,DFW,5,5,1988,289,0,0,21,22,8899
2014,5,6,SW,DFW,ATL,94,127,1916,133,0,0,25,15,4748
2015,8,23,AA,ATL,DEN,-2,12,2922,131,0,0,29,10,607
2014,8,25,JB,DFW,ORD,-1,26,1558,261,0,0,9,23,2485
2014,2,1,SW,LAX,DFW,2,24,1332,264,0,0,25,15,4232
2014,6,6,UA,DFW,ORD,80,102,596,230,0,0,22,21,4518
2015,6,13,SW,ATL,DEN,5,62,1936,82,0,0,28,11,6425
2014,5,11,UA,ORD,DFW,88,98,2292,266,0,0,23,16,7094
2014,8,24,UA,ORD,ATL,102,128,2657,112,0,0,15,20,2290
2014,10,20,UA,DFW,DEN,36,15,865,35,0,0,18,6,6790
2015,2,26,UA,ATL,DEN,-4,107,1924,100,0,0,26,21,2088
2014,2,25,SW,ORD,DFW,13,10,2306,43,0,0,10,23,3524
2014,7,20,DL,ATL,DFW,101,112,1087,131,0,0,28,18,4139
2015,9,20,DL,ORD,DFW,97,98,1153,244,0,1,21,12,2458
2015,3,12,AA,ATL,ORD,70,78,2809,88,0,0,21,20,4869
2014,7,14,JB,DFW,ATL,23,122,674,114,0,0,21,22,5035
2014,3,9,JB,ORD,ORD,98,96,260,119,0,0,12,24,9628
2015,12,13,JB,DEN,DFW,66,86,575,296,0,0,14,12,6866
2015,6,4,AA,DFW,ATL,5,12,2350,106,0,0,18,16,6431
2015,3,9,JB,DFW,DEN,97,60,1261,97,0,0,27,9,495
2015,1,1,SW,ATL,LAX,49,94,962,31,0,0,5,6,6183
2015,6,8,DL,DFW,DFW,8,141,1335,47,0,0,23,20,1208
2015,11,2,UA,ORD,LAX,43,75,2098,263,0,0,28,8,1539
2015,3,24,JB,DFW,DEN,102,136,2640,179,0,0,25,10,9774
2014,1,21,AA,DFW,LAX,52,26,892,129,0,0,8,19,3336
2015,5,13,AA,ATL,ORD,106,123,1717,157,0,0,12,20,2925
2015,8,13,SW,DFW,ORD,87,126,968,86,0,0,23,22,9313
2014,8,1,UA,LAX,DFW,31,122,1748,30,0,0,16,21,2749
2015,8,1,UA,LAX,ORD,67,-4,2036,82,1,0,24,22,7846
2015,3,6,AA,ORD,LAX,18,85,495,169,0,0,15,15,824
2014,8,16,JB,ATL,ORD,98,93,218,285,0,0,29,15,9897
2015,4,17,SW,ORD,ORD,21,56,2449,186,0,0,17,7,3238
2014,8,13,SW,DFW,DFW,62,147,2993,57,0,0,22,22,5366
2014,3,18,UA,ATL,DFW,103,88,358,128,0,0,21,17,8339
2014,3,27,SW,DEN,DFW,113,39,2325,232,0,0,9,19,9386
2014,1,3,DL,ATL,LAX,65,13,840,97,1,1,17,7,9951
2015,8,15,UA,DFW,DFW,19,106,2516,247,0,0,8,7,1023
2014,8,27,AA,LAX,LAX,-6,8,2035,205,0,0,21,23,2347
2014,9,27,SW,DFW,LAX,91,136,2096,243,0,0,28,17,6596
2015,6,2,UA,LAX,DFW,97,126,831,253,0,0,11,5,7645
2014,12,25,JB,ATL,DFW,97,0,325,173,0,1,10,23,3425
2014,2,26,JB,DFW,DEN,91,130,2187,201,0,0,26,11,2331
2014,1,28,DL,ORD,LAX,95,129,2145,83,0,0,26,10,5994
2014,8,6,AA,ATL,DFW,63,95,533,159,0,0,22,6,485
2015,10,25,JB,DFW,LAX,72,-9,1495,260,0,0,6,8,8589
2014,4,21,UA,ATL,DFW,-10,7,1131,246,0,0,10,16,1021
2015,11,20,SW,ATL,DEN,93,106,2989,169,0,0,28,13,4590
2015,11,28,JB,DFW,ORD,26,117,991,193,0,0,12,8,3812
2014,7,14,JB,ATL,LAX,3,132,2018,293,0,0,16,5,2398
2014,10,18,DL,DEN,DEN,41,74,2499,289,1,0,28,22,9653
2014,12,4,SW,DFW,ATL,106,144,725,210,0,0,29,11,2841
2014,4,8,SW,DEN,DEN,28,82,2555,96,0,0,15,18,825
2015,1,2,JB,LAX,ATL,60,86,2226,43,0,0,22,13,3081
2015,8,28,SW,ATL,LAX,18,78,2403,218,0,0,15,9,1377
2015,10,24,AA,LAX,DEN,43,68,1116,128,0,0,15,10,1337
2014,9,2,AA,LAX,ATL,60,-9,1212,97,0,0,25,7,7525
2015,10,17,JB,LAX,ATL,108,53,1252,289,0,0,14,9,3949
2014,9,4,JB,ATL,ATL,107,66,663,158,0,0,8,18,4388
2014,9,23,AA,LAX,DEN,38,72,362,122,0,0,18,13,1922
2014,12,16,SW,LAX,DFW,59,14,2856,63,0,0,18,6,3007
2014,12,2,DL,DFW,ATL,88,3,2149,288,0,0,27,22,9300
2014,11,27,DL,LAX,DEN,94,55,2516,115,1,0,10,21,5564
2015,11,19,DL,ORD,ORD,3,4,2593,220,0,0,20,19,5410
2015,12,28,SW,ATL,ORD,-6,55,1390,187,0,0,19,24,801
2014,4,6,DL,DFW,DFW,87,87,423,53,0,0,15,18,7095
2015,9,2,AA,DEN,DFW,99,104,651,240,1,0,9,21,5958
2014,11,9,SW,ORD,DFW,70,14,2677,123,1,1,5,24,4097
2014,4,6,AA,DEN,ORD,65,52,2052,153,0,0,29,11,2178
2014,2,6,SW,ORD,ORD,106,38,1243,178,0,1,15,17,1899
2015,10,28,DL,DFW,LAX,49,125,1949,279,0,0,12,12,6108
2014,3,8,DL,ORD,ATL,115,121,921,276,0,0,14,23,6965
2014,2,1,JB,ATL,DFW,105,107,2182,83,0,1,19,9,1290
2015,1,16,UA,ATL,ORD,65,93,202,80,1,0,24,12,3525
2015,11,10,AA,ATL,ATL,18,130,2977,30,0,0,28,18,9995
2015,6,19,DL,ORD,LAX,55,30,1771,298,0,0,14,20,1846
2014,4,18,SW,DFW,DEN,72,-7,1686,267,0,0,22,8,5841
2014,7,16,JB,LAX,ORD,39,60,848,72,1,0,18,20,2310
2015,7,1,AA,DFW,ORD,70,105,1576,30,0,0,23,21,1604
2014,10,27,DL,DFW,ATL,73,134,1901,200,0,0,11,8,7933
2015,1,28,JB,DEN,ORD,73,57,2184,212,0,0,6,20,9442
2015,12,15,DL,DFW,DEN,25,100,2105,92,0,0,13,23,4202
2014,9,16,DL,LAX,ORD,49,58,985,277,0,0,21,24,4798
2014,8,11,DL,ORD,LAX,39,59,589,146,0,0,19,14,6090
2015,10,6,JB,ORD,LAX,49,44,354,264,0,0,28,16,9728
2015,1,14,UA,LAX,DEN,22,131,2407,83,0,0,26,11,5364
2015,8,16,DL,ORD,LAX,3,64,1115,52,1,0,24,6,694
2015,5,4,AA,ATL,ORD,10,-2,1560,155,0,0,18,19,4602
2014,1,22,JB,ORD,LAX,24,39,2668,45,0,0,22,13,1423
2015,4,8,DL,ATL,LAX,8,123,334,193,0,0,5,6,9119
2015,7,23,JB,LAX,LAX,70,86,2160,254,0,0,26,24,3144
2015,12,28,AA,LAX,DFW,64,12,2302,151,0,0,6,13,2135
2014,5,19,AA,DFW,DEN,27,73,1223,290,0,0,21,24,8873
2014,11,19,SW,ORD,LAX,101,12,2110,114,0,0,18,22,1390
2015,3,22,SW,DEN,DEN,57,96,2150,233,0,0,27,10,2887
2014,12,1,UA,ORD,DFW,110,111,2610,158,0,0,21,24,2531
2014,11,3,SW,DFW,DEN,104,7,647,296,0,0,29,23,9842
2014,4,8,JB,ORD,ORD,49,-8,1782,163,0,0,26,5,1877
2015,2,13,SW,DEN,ORD,17,119,657,275,0,0,27,16,2299
2015,8,19,JB,ORD,LAX,35,95,1901,117,0,0,6,7,9570
2014,12,1,JB,DEN,ORD,117,6,912,205,0,0,14,22,3881
2015,2,13,UA,DEN,DFW,12,123,1192,123,0,0,19,12,8249
2015,11,10,JB,DFW,DEN,58,91,1801,114,0,0,6,6,3121
2014,6,16,SW,DEN,DEN,107,90,651,235,1,0,11,8,217
2014,7,28,SW,LAX,DFW,71,17,2385,127,0,0,21,6,558
2015,7,9,DL,DEN,ORD,82,50,1028,264,0,0,9,6,3747
2014,1,2,UA,LAX,DFW,-6,142,1876,286,0,0,15,9,6074
2015,8,23,AA,LAX,ORD,70,129,578,134,0,0,24,14,9687
2015,9,8,AA,ATL,DEN,105,42,2579,32,0,0,26,19,5031
2014,7,3,DL,ATL,DFW,90,58,1726,63,0,0,11,17,1573
2015,8,23,SW,LAX,ORD,61,-7,1135,205,0,1,18,22,1430
2015,4,26,UA,DEN,DFW,104,67,2204,187,0,0,26,16,9978
2014,12,20,SW,DEN,ORD,-1,30,2278,45,0,0,23,17,415
2014,8,2,DL,DEN,DEN,6,68,1172,202,0,0,22,16,7082
2014,3,4,AA,ATL,ORD,77,131,878,236,0,0,21,15,5775
2015,1,16,UA,ATL,ATL,106,70,2309,150,0,0,13,20,5594
2014,8,8,SW,LAX,DFW,106,84,1916,73,0,0,25,22,1303
2014,11,15,JB,DEN,ATL,77,52,1402,213,0,0,22,22,4314
2014,12,16,JB,ORD,ORD,56,28,591,128,0,0,21,8,8330
2014,6,18,JB,LAX,DFW,23,121,385,224,0,0,18,19,5823
2015,9,22,AA,DFW,LAX,16,42,1670,291,0,0,28,16,2490
2015,3,10,JB,LAX,DEN,41,108,2394,225,0,0,28,7,1660
2014,8,19,JB,ATL,DFW,65,100,2711,135,0,0,26,12,8146
2015,9,14,DL,LAX,DFW,80,9,747,44,0,0,19,20,2925
2014,9,19,DL,DEN,ORD,76,-2,1988,194,0,0,18,20,6106
2014,12,22,DL,ATL,ATL,91,61,1709,151,0,0,15,23,9850
2015,7,14,SW,ATL,LAX,76,64,968,58,0,1,6,10,9271
2015,12,3,JB,ORD,DEN,19,58,2412,230,0,0,23,23,3873
2014,11,14,AA,DEN,ATL,67,89,2901,262,0,0,8,23,6752
2014,10,2,JB,DEN,DEN,116,141,2552,62,0,0,18,14,1380
2015,3,2,JB,DFW,DEN,13,125,221,107,0,0,22,6,403
2014,3,3,SW,ORD,ATL,11,143,813,159,0,0,8,8,2945
2015,2,2,DL,ORD,LAX,2,80,2205,84,0,0,26,15,3533
2014,1,6,JB,DFW,ORD,34,34,1822,117,0,0,10,16,6332
2014,2,4,UA,LAX,LAX,-4,80,973,227,0,0,18,15,9635
2015,5,1,UA,DFW,ORD,12,0,2347,92,0,0,24,23,9713
2015,1,3,DL,DFW,ORD,67,116,2917,249,0,0,7,9,5221
2015,10,16,DL,DEN,ATL,101,49,2150,133,0,0,16,24,5300
2015,4,15,JB,DEN,ATL,28,-6,2306,169,0,0,27,24,2366
2015,11,26,UA,LAX,DEN,102,-2,2754,259,0,0,5,15,3862
2015,10,11,AA,ORD,DFW,8,14,2663,135,0,0,7,12,298
2015,10,19,AA,DEN,DEN,114,72,514,107,0,0,27,7,842
2014,1,4,UA,ORD,ORD,26,-8,733,292,0,0,24,9,7754
2014,12,22,DL,LAX,DEN,119,4,1324,287,1,0,13,7,7392
2014,10,1,SW,LAX,ORD,21,75,2396,99,0,0,12,5,9637
2015,8,2,SW,DEN,ORD,58,16,559,93,0,0,26,21,7342
2015,12,10,AA,ATL,ATL,93,48,2653,158,0,0,17,8,9919
2015,5,3,DL,DFW,DEN,-6,66,1817,85,0,0,14,18,7150
2014,10,21,JB,ORD,LAX,25,117,1111,124,0,0,12,9,9889
2015,4,27,UA,DFW,DEN,72,125,1566,81,0,0,10,7,8845
2015,3,28,AA,LAX,LAX,17,-2,2449,250,0,0,25,8,4188
2014,9,23,SW,ATL,LAX,10,95,817,65,0,0,17,20,4374
2015,6,17,SW,ORD,DEN,111,148,1600,147,1,0,24,17,7261
2014,12,12,JB,ATL,DFW,82,126,258,206,0,1,16,16,3871
2014,1,2,JB,ORD,ATL,6,47,228,263,0,0,18,9,1841
2015,8,13,SW,DFW,DFW,89,133,399,240,0,0,6,16,7028
2015,10,4,DL,ORD,DEN,87,6,972,224,0,0,13,20,9392
2015,2,15,SW,ATL,LAX,87,-2,2968,246,0,0,8,10,8150
2014,9,26,UA,ATL,LAX,70,22,2607,125,0,0,13,20,3422
2014,11,17,DL,LAX,DEN,57,72,2462,85,0,0,11,22,5897
2014,7,11,JB,ORD,ORD,0,-8,2081,41,0,0,21,24,7483
2015,3,1,JB,DFW,ORD,103,75,1923,213,0,0,13,15,5545
2015,4,27,JB,DEN,DEN,119,114,958,196,0,0,15,14,987
2015,3,25,UA,ORD,ORD,81,7,673,52,1,0,24,21,3704
2015,6,22,JB,DEN,LAX,48,0,1278,43,0,0,25,6,8477
2014,9,2,DL,DEN,DFW,62,42,2477,113,0,0,7,20,9391
2014,10,10,JB,LAX,ATL,110,47,2404,214,0,0,25,23,9754
2014,9,7,JB,ORD,LAX,21,57,908,71,0,0,9,20,405
2014,1,26,SW,DEN,ATL,75,16,1644,49,1,0,23,19,8696
2015,10,22,SW,LAX,DFW,46,36,1371,248,0,0,17,24,4698
2015,6,11,UA,LAX,DFW,14,137,2027,239,0,0,7,15,3749
2015,1,22,DL,DEN,ORD,94,2,1927,252,0,0,20,7,9897
2014,11,24,DL,DFW,LAX,79,61,298,153,0,0,7,24,4165
2014,4,26,SW,DFW,ATL,48,107,2638,65,0,0,21,8,8751
2015,7,19,DL,DEN,ORD,95,104,1100,46,0,0,24,6,380
2015,4,10,JB,ATL,DEN,50,32,1345,299,0,0,23,24,4243
2014,9,2,UA,ORD,ATL,117,10,2063,40,0,0,21,21,553
2015,10,14,SW,DEN,DFW,103,109,240,135,0,0,7,11,4898
2014,5,25,JB,ORD,ATL,64,128,1006,244,0,0,11,10,5409
2014,9,21,SW,ATL,DFW,69,122,2845,278,0,0,18,9,8302
2014,1,22,SW,DFW,DFW,107,44,1594,118,0,0,21,7,6265
2015,12,27,UA,LAX,DFW,53,56,976,298,0,1,29,7,4511
2015,4,7,UA,DEN,ORD,30,83,858,260,0,0,29,12,2365
2014,7,13,SW,DFW,ATL,-6,71,1255,194,0,0,17,12,4075
2015,2,2,JB,ORD,DEN,11,50,1882,43,0,0,6,22,864
2014,9,27,AA,LAX,ORD,39,122,344,218,1,0,15,21,8337
2014,3,6,JB,ORD,LAX,39,117,1089,149,0,0,29,18,4939
2014,4,28,DL,LAX,DFW,16,85,2806,152,1,0,6,9,9042
2014,12,1,SW,ORD,ATL,99,26,1647,221,0,0,7,23,9102
2015,4,25,SW,LAX,DEN,95,9,381,270,0,0,16,14,800
2014,8,28,UA,ORD,DFW,54,123,2653,61,0,0,23,6,1037
2014,2,22,DL,LAX,ORD,95,88,2942,132,1,0,10,21,7431
2015,5,11,AA,DEN,LAX,108,128,2655,233,0,0,23,12,513
2014,2,7,AA,LAX,LAX,49,117,528,182,0,0,26,14,2818
2014,12,28,UA,LAX,ORD,96,77,2356,280,0,0,28,10,122
2015,6,5,AA,DEN,DFW,21,79,1647,158,0,0,12,19,3146
2015,9,18,SW,DEN,ATL,31,28,1527,124,0,0,10,15,4826
2015,12,20,AA,DEN,ATL,14,93,1399,163,0,0,18,12,5302
2014,9,12,AA,ORD,DFW,-7,106,1425,51,0,0,23,5,9445
2015,1,21,JB,LAX,LAX,31,41,2308,73,0,0,16,17,2728
2015,4,27,AA,DFW,ORD,94,102,1085,280,0,0,25,11,6738
2014,4,26,JB,DEN,LAX,55,59,2188,72,0,0,12,7,5246
2014,1,18,DL,ORD,ORD,73,25,1262,263,0,0,7,10,6737
2014,10,9,JB,ORD,DEN,95,95,986,212,0,0,12,10,8744
2014,2,2,DL,LAX,ATL,102,81,1019,222,0,0,27,9,723
2014,6,18,UA,DEN,ATL,36,115,2610,174,0,0,20,12,7311
2015,10,2,SW,LAX,ORD,14,49,1513,229,0,0,7,22,6770
2015,3,2,UA,ATL,DFW,72,96,2133,144,0,0,16,23,9209
2015,9,21,UA,DEN,ATL,33,89,2696,90,0,0,18,16,3298
2014,3,14,UA,DFW,ORD,64,106,2609,205,0,0,10,23,5949
2014,3,7,DL,ORD,ORD,29,120,339,47,0,0,16,7,6525
2014,9,1,AA,ORD,LAX,61,62,1701,158,0,1,9,13,5876
2015,3,28,JB,DEN,ATL,68,84,2303,237,0,0,26,15,6025
2015,6,9,UA,ATL,ATL,81,100,2844,211,0,0,8,13,6775
2014,6,27,UA,DFW,DFW,51,113,336,99,0,0,17,24,9009
2015,1,22,AA,ORD,LAX,39,72,1414,63,1,0,20,11,9233
2014,7,12,UA,LAX,DEN,58,120,1200,207,0,0,17,22,581
2015,9,1,DL,LAX,ORD,89,108,2027,54,0,0,24,18,3704
2015,9,1,DL,LAX,LAX,55,66,965,98,0,0,16,10,6946
2015,9,9,AA,ORD,ATL,104,100,324,299,0,1,11,23,9576
2014,2,16,DL,LAX,ORD,64,64,2032,218,0,0,21,16,2196
2015,1,25,UA,ORD,ORD,102,110,1190,185,0,0,7,9,4482
2015,6,17,UA,DEN,LAX,25,94,2921,232,0,0,19,13,2379
2014,6,1,SW,LAX,DEN,8,72,2633,99,0,0,21,24,684
2015,4,5,SW,LAX,DEN,20,92,226,157,0,0,24,10,9765
2014,8,16,AA,ORD,ATL,44,104,1623,115,0,0,23,20,7004
2014,5,5,UA,ORD,LAX,58,114,1199,102,0,0,17,15,3178
2014,7,7,UA,ORD,LAX,107,38,2975,249,0,0,29,8,3496
2014,9,20,JB,DFW,LAX,59,51,2987,246,0,0,22,23,2338
2014,1,26,DL,DEN,DEN,18,109,2137,231,0,0,28,13,2181
2015,9,17,AA,LAX,DEN,75,57,796,82,0,0,9,11,5701
2014,4,6,AA,ORD,LAX,-1,114,2634,128,0,0,12,23,1289
2014,7,26,DL,ORD,DFW,107,62,1984,231,1,0,5,11,3494
2014,11,3,JB,ORD,LAX,101,137,1861,212,0,0,10,6,6157
2014,4,7,SW,LAX,DFW,7,115,688,137,0,0,16,13,977
2015,4,14,JB,ORD,ORD,53,81,1416,291,0,0,25,10,777
2014,4,17,SW,DFW,LAX,50,58,2796,290,0,0,20,17,1568
2015,6,14,SW,DFW,DEN,85,32,2524,152,0,0,7,18,9026
2014,5,20,JB,ORD,ORD,75,111,1381,209,0,0,19,10,6600
2015,2,26,AA,DEN,LAX,58,41,525,133,0,0,8,7,6131
2014,9,12,UA,DFW,ORD,57,66,557,65,1,0,21,18,1805
2014,11,9,AA,LAX,LAX,49,96,525,92,0,0,11,19,403
2015,6,26,UA,ATL,ATL,117,53,2088,85,0,0,7,15,4898
2014,10,6,AA,ATL,ATL,117,66,1223,201,0,0,11,8,3215
2015,6,2,JB,DFW,LAX,6,18,2212,236,0,0,5,5,7577
2014,9,6,JB,DEN,ORD,80,134,1041,282,0,0,18,7,3343
2015,1,9,JB,DFW,ATL,40,34,2467,78,0,0,8,9,4647
2014,7,11,UA,LAX,LAX,60,132,460,233,0,0,22,16,4158
2014,3,1,AA,DEN,ATL,44,95,329,112,0,0,10,19,8059
2015,4,12,SW,LAX,ATL,44,35,2827,251,1,0,22,5,632
2014,1,5,AA,ORD,LAX,32,127,1726,188,0,0,9,7,6694
2014,3,13,AA,ORD,LAX,41,6,638,55,0,0,15,10,2727
2014,7,24,DL,ORD,DFW,105,-2,1984,136,0,0,27,22,509
2014,6,15,AA,ORD,LAX,45,8,292,251,0,0,18,16,9370
2014,1,13,SW,ORD,ATL,88,96,1843,234,1,0,23,10,4819
2014,9,23,AA,DEN,DEN,3,115,2360,99,0,1,6,22,1176
2015,4,26,DL,LAX,LAX,73,119,2956,93,0,0,12,11,7779
2015,7,2,DL,DEN,LAX,89,8,2252,84,0,0,24,12,9913
2015,4,24,SW,DFW,DFW,74,141,1617,210,0,0,27,23,8947
2014,7,9,AA,DEN,DFW,15,108,2089,279,0,0,18,22,6448
2015,5,26,JB,ORD,LAX,13,111,2018,138,0,0,9,20,6467
2014,1,24,JB,ORD,ORD,16,25,1454,243,0,0,13,21,3973
2014,4,28,DL,ATL,DFW,35,-10,2567,146,0,0,7,12,2091
2014,3,22,SW,DEN,ATL,23,36,2220,218,0,0,24,10,8624
2014,6,25,JB,LAX,ATL,104,55,1994,30,0,0,16,8,1409
2015,6,8,DL,ATL,ORD,76,108,690,264,0,0,14,11,8655
2014,1,4,DL,DEN,DEN,94,108,2337,104,0,0,10,5,1251
2015,11,15,AA,LAX,DFW,106,38,990,219,0,0,19,10,5981
2014,2,28,SW,ATL,DEN,-8,122,1684,185,0,1,13,22,1272
2015,12,22,JB,ATL,DEN,-6,115,2730,231,0,0,11,22,7768
2015,2,5,AA,ATL,ORD,3,76,1298,81,0,0,24,12,9337
2015,12,10,UA,DEN,DFW,96,52,819,136,0,0,13,18,1290
2015,10,9,SW,ATL,ORD,9,62,2163,89,0,0,14,6,1682
2015,4,27,DL,ORD,DFW,34,109,901,130,0,0,12,7,7784
2015,9,4,AA,DEN,DEN,13,138,432,206,0,0,8,16,4010
2014,11,1,JB,ATL,ORD,65,82,1525,290,0,0,13,7,7854
2015,2,11,DL,DFW,DEN,45,140,1819,269,0,0,5,24,3568
2014,11,25,DL,LAX,DFW,114,19,2278,221,0,0,18,13,8593
2015,8,11,JB,LAX,LAX,68,26,2091,120,0,0,7,22,9217
2014,11,9,UA,ATL,LAX,-9,41,2585,265,0,0,20,9,1902
2015,12,23,SW,DFW,DFW,92,18,803,281,0,0,28,10,9882
2015,1,5,SW,LAX,DFW,61,121,726,225,0,0,5,22,7882
2014,12,27,DL,DFW,ATL,46,20,2204,264,0,0,22,15,1289
2015,8,23,AA,ORD,DEN,48,148,2176,97,0,0,25,12,8312
2015,3,25,UA,DEN,DEN,15,127,311,272,0,0,26,22,1814
2015,5,19,UA,DFW,LAX,37,42,2554,214,0,0,21,17,6371
2014,1,21,DL,ATL,LAX,103,137,1172,182,0,0,28,10,9539
2015,1,3,AA,ATL,DEN,1,100,2639,178,0,0,26,11,4882
2014,6,8,JB,ATL,ORD,112,6,753,299,0,0,16,10,7405
2015,3,16,JB,DFW,LAX,79,89,2078,210,1,0,17,18,1502
2015,8,27,DL,LAX,ORD,7,88,906,264,0,0,19,18,3131
2014,4,17,AA,DEN,ORD,35,146,1449,163,1,0,23,20,800
2015,6,4,UA,DFW,DFW,13,121,2734,213,0,0,25,13,8005
2015,10,23,UA,LAX,DFW,55,74,2861,33,0,0,14,23,7964
2014,12,15,UA,ORD,ATL,106,8,2636,106,0,0,27,20,2238
2015,9,13,SW,ORD,DFW,43,144,1990,296,0,0,22,20,793
2014,8,9,UA,DFW,DEN,115,138,1430,118,0,0,5,14,136
2014,4,10,JB,DEN,ATL,-7,146,2191,151,0,0,5,20,9973
2014,10,27,AA,DEN,ATL,93,86,2741,147,0,0,5,19,2509
2015,8,2,UA,LAX,LAX,72,18,2511,257,0,0,14,10,7949
2014,7,25,DL,DFW,DFW,92,77,2468,278,0,0,19,18,631
2014,5,6,DL,DEN,DEN,13,112,2953,49,1,0,7,14,7534
2015,7,23,JB,ATL,ORD,76,30,2907,234,0,0,15,11,6330
2014,7,20,UA,ATL,DFW,17,71,1322,230,0,0,17,9,3132
2015,10,5,JB,DFW,LAX,27,69,2496,114,0,0,7,11,9176
2015,2,17,JB,ATL,ORD,87,70,1491,58,0,0,29,14,4904
2015,7,4,JB,ORD,DEN,102,74,2494,102,0,0,15,20,1749
2015,3,8,SW,DFW,LAX,19,19,1695,253,0,0,11,7,3004
2014,8,22,UA,DEN,DFW,-1,1,1922,249,0,0,10,13,6740
2014,8,23,DL,ATL,DEN,75,86,941,87,0,0,24,5,620
2014,9,1,SW,ORD,LAX,77,147,674,207,0,1,6,14,1486
2014,11,23,JB,LAX,ATL,95,78,314,103,0,0,21,9,9775
2014,4,22,DL,DFW,ATL,5,108,909,189,0,0,10,20,2417
2015,10,4,JB,DEN,DEN,101,19,1788,120,0,0,17,12,3876
2014,3,18,SW,DFW,ORD,2,89,2793,193,0,0,11,7,9162
2014,9,28,AA,DFW,DEN,97,46,1675,151,0,0,15,13,8305
2014,9,13,JB,DFW,DEN,36,99,2698,117,0,0,17,19,8601
2015,2,18,JB,ORD,ORD,62,68,1539,94,0,0,24,6,1887
2015,6,23,DL,DFW,DFW,56,104,1768,139,0,0,6,11,3384
2014,3,3,DL,ATL,DEN,-3,101,2874,145,1,0,13,11,3109
2015,5,18,JB,LAX,LAX,36,103,498,173,0,0,22,7,2279
2014,2,10,UA,DFW,DFW,20,10,1090,266,1,0,20,19,7080
2014,4,19,DL,ORD,LAX,51,98,900,175,0,0,5,23,8182
2015,11,26,AA,LAX,DEN,10,50,1497,129,0,0,26,12,5129
2015,3,2,AA,ATL,DEN,116,77,1885,257,0,0,9,23,2189
2014,2,14,JB,DEN,DEN,18,81,2503,261,1,0,29,21,2873
2014,6,27,DL,LAX,DFW,26,71,432,124,0,0,22,19,8293
